text,ex1_score,ex2_score
Porozmawiajmy o tym kiedyś teraz.,3,5
"Jeśli załączony dokument spotka się z twoją aprobatą, poproś upoważnionego funkcjonariusza o wykonanie dwóch kopii i zwrócenie mi ich do wykonania przez Enron.",3,3
"Chłopaki, spotkajmy się, aby jak najszybciej uzyskać ostateczne rozwiązanie tych problemów, w tym opłatę szczytową.",3,4
Czy możemy omówić to ponownie przez pbone?,3,4
"Proszę, niech Gabryela Pakur wyśle ​​e-mailem raporty operacyjne do mojego lotosu.",3,4
CPage: Czy mógłbyś przekazać to bezpośrednio Ambrożemu Wyknerowi?,3,4
Z przyjemnością spotkam się z tobą na lunchu w przyszłym tygodniu.,3,4
Jaka jest zasada dla gości w weekend?,3,3
"Czy to możliwe, żebyś był w Houston w ten piątek rano na spotkaniu GE?",3,3
Zadzwoń też do Lesławy Samulkiewicz i dostosuj się do jego harmonogramu.,3,4
"Należy pamiętać, że ta wycena jest oparta na informacjach podanych w momencie uzyskania wyceny.",3,3
Zapisz te informacje na przyszłość:,3,4
Czy godzina 15:00 panel w poniedziałek czy wtorek?,3,3
"Twanda, proszę o przygotowanie umowy konsultingowej.",3,4
"Mark, śmiało umów się na spotkanie.",3,4
"Zaplanujmy świętowanie w przyszłym tygodniu, czwartek.",3,3
"Jak wyjaśniłem, jeśli zaplanujemy DCQ w wysokości 10 000 z tobą i rurociągiem i dostarczymy tylko 9500 do rurociągu, rurociąg dostarczy ci 10 000 i odbierze od nas brakujące 500.",3,3
Z przyjemnością przełożę termin na przyszły tydzień.,3,4
"Możemy połączyć Cię z profesjonalistą, który pomoże Ci zrozumieć Twoje możliwości i określić, który program będzie dla Ciebie najlepszy.",3,3
"Czy wy dwoje, proszę, przekażcie te informacje do holenderskiego.",3,4
Prosimy również o rozważenie zorganizowania posiedzenia Zarządu we wtorek po południu zamiast golfa.,3,3
"A o godzinie 14 chcielibyśmy, abyś spotkał się z naszymi studentami QCF przez około godzinę.",3,4
"A jeśli chcesz porozmawiać o kolacji, zadzwoń do mnie.",3,3
Czy można spotkać się w ten weekend w celu omówienia projektu?,3,4
"Byłbym wdzięczny, gdybyś mógł jak najszybciej do mnie zadzwonić pod następujące numery:",3,4
"Sprawdź i zaktualizuj informacje rozliczeniowe tak szybko, jak to możliwe, aby zapewnić nieprzerwane członkostwo.",3,2
"Chciałbym mieć możliwość bycia razem ze wszystkimi - może moglibyśmy wysłać ich na miłą kolację tylko we dwoje, a reszta z nas mogłaby się bawić jednej nocy!",3,3
"Daj mi znać, jeśli chcesz uzyskać dodatkowe informacje lub jeśli chcesz umówić się na spotkanie, aby zapoznać się z RedDot w akcji bezpośrednio na własnej stronie internetowej Enron Corp.",3,3
"LaRence, Proszę zwrócić uwagę na harmonogram rozmów kwalifikacyjnych poniżej.",3,3
Chcielibyśmy się z Tobą skontaktować.,3,4
Czy mógłbyś podać moje imię i nazwisko we wszystkich przyszłych e-mailach.,3,4
Zadzwoń do mnie we wtorek rano i wydzielę z mojego harmonogramu godzinę na przedyskutowanie referatu.,3,4
"Dziękuję, proszę o współpracę z Florianem Baran-Gnatowskim, ponieważ poprosiłem o kierowanie rozwojem konferencji.",3,4
"Przypadkowo wiesz, gdzie jutro jest recenzja?",3,3
Zadzwoń do niego w celu omówienia.,3,4
"Daj znać, co myślisz, a wyślę to Mireli Hanka",3,3
"Miałem nadzieję, że pokrótce omówię to z Państwem osobiście, ponieważ chciałbym, abyście zrozumieli dwie kwestie: (1) Ta rola nie przeszkodzi mi w dalszym bardzo silnym skupianiu się na potrzebach ENA.",3,4
Załączam moje CV i list motywacyjny.,3,3
Gwidon--proszę osłaniać nas.,3,4
Czy możemy przełożyć kolację?,3,3
"Musisz założyć, że ten raport w końcu zostanie upubliczniony.",3,4
"Chciałem też wiedzieć, czy możesz oszczędzić Eugieniusza Borskiego-Wieczorka na dwa dni w tygodniu 8.10.",3,3
Zadzwoń lub napisz do mnie wszelkie uwagi lub sugestie.,3,4
Porozmawiajmy o tym z Kaliną Babuliński-Balawajder w przyszłym tygodniu.,3,4
Benedykt Kuwerski: Czy mógłbyś przesłać kopię poniższego dokumentu Bernadetcie Jarlaczyk?,3,4
Byłoby wspaniale spotkać się osobiście i omówić sprawy.,3,3
"Prosimy również o umieszczenie nowych pozycji indeksu transportu w Socal, które rezerwujemy jutro, w nowej kolumnie KRS w zakładce physindex.",3,3
"Jeśli potrzebujesz innych rzeczy lub chcesz porozmawiać, nie wahaj się.",3,3
"Proszę więc przejąć inicjatywę w proponowaniu zmian dla zespołu prawnego i proponuj je mnie, abyśmy mogli to zrobić.",3,4
Zadzwonię ze szczegółami jeszcze w tym tygodniu.,3,4
"Daj mi znać, które firmy nie dostarczają Enronowi raportów dotyczących alokacji na czas w firmie Socal, a zadzwonię do ich starszego handlowca, aby omówić uzyskanie tych informacji operacyjnych wcześniej.",3,4
"Po prostu daj mi znać, jeśli chcesz umówić się na rozmowę telefoniczną lub webinar online.",3,4
"Jutro będę cały dzień w Global Finance PRC, więc czy może Pan przedstawić Wasyla Platę-Czyż w ESA Directors/GM PRC?",3,4
"Daj nam znać, jakie statystyki chciałbyś zobaczyć!",3,3
"Czy mógłbyś zadzwonić do Hilary i zobaczyć, co ci powie, jest istotą ich problemów, i podzielić się z nim naszymi problemami.",3,4
"Weronika Kapłon-Duda, miło było Cię poznać i nie mogę się doczekać współpracy.",3,3
W niektórych kwestiach musimy znaleźć rozwiązanie.,3,3
Na czym będziesz się koncentrować?,3,4
Planujemy wylecieć we wtorek i wrócić w sobotę.,3,3
Chętnie przyłączę się do was na niedzielny obiad.,3,3
"Czy chcesz umówić się na to spotkanie, czy chcesz, żebym ja to zrobił?",3,4
"Czy powinniśmy spróbować zebrać grupy Enronu, aby omówić podejście, jakie chcemy przyjąć z GE podczas naszej następnej rozmowy telefonicznej?",3,4
Jakiego sprzętu audio/wideo potrzebujesz?,3,2
Chciałbym omówić z Państwem ofertę pożyczenia dużej ilości kapitału Państwa firmie.,3,4
"Skontaktuję się z Twoim biurem w przyszłym tygodniu, aby znaleźć dogodny dla nas czas na wizytę w tej sprawie.",3,4
"Proszę o e-mail z konkretnym językiem występu, który chcesz dodać, aby spełnić ich prośbę.",3,4
Proszę zachować tę wiadomość dla siebie do przyszłego tygodnia.,3,4
Prosimy o zaznaczenie w swoich kalendarzach udziału w bieżących dyskusjach na temat organizacji gazowniczej.,3,4
"Zapewniamy, że wszelkie omawiane przez nas informacje będą całkowicie poufne.",3,3
Proponuję najpierw zadzwonić do Arnolda Bromera i przedyskutować z nim książkę.,3,4
Powinniśmy jednak omówić dalej; bardzo ciekawy pomysł.,3,4
"Kiedy przyjedziesz w poniedziałek, możesz dać mi znać, ile czasu zajmie Ci uruchomienie tego rodzaju.",3,4
Proszę dokończyć swoją rejestrację tutaj:,3,2
Prosimy również o dodanie Juranda Tierieszko i Marcjanny z EES na liście.,3,4
"Po prostu wyślij mi szybkiego e-maila, jeśli chcesz zajrzeć na stronę sprzedaży i co wszyscy o niej mówią... Popularne byłoby niedopowiedzeniem.",3,3
Zadzwoń lub przyjdź po ustaleniu spotkania.,3,4
Aneta Ryniec sprawdza te oferty pod kątem poprawności umowy/warunków.,3,3
"Nie wahaj się do mnie zadzwonić, jeśli chcesz porozmawiać dalej.",3,4
"Celeste, spróbuj, jeśli to możliwe, zaplanuj go na Super Sobotę, aby ryzykowni goście mogli się na niego przyjrzeć.",3,3
Proszę przyjąć nasze przeprosiny za niedogodności.,3,3
Prosimy o zarezerwowanie sali konferencyjnej dla maksymalnie 7 osób na 1 godzinę w środę 12 kwietnia około 14:30.,3,4
"Jeśli nie, prześlij go do właściwej osoby i daj mi znać, kto to jest.",3,3
"Jeśli jest to najlepszy czas, aby napisać to dla Europy, to z całą pewnością idź dalej.",3,3
Czy masz projekt z notatką problemów?,3,3
"Skupiam się na liście, więc byłoby bardzo pomocne, gdybyś mógł napisać kilka krótkich wiadomości i e-maila do mnie i Wiolety.",3,4
"Porozmawiam z Tobą, kiedy będę miał więcej szczegółów.",3,4
Indywidualne spotkania możemy kontynuować w godzinach popołudniowych.,3,3
Poproszę o telefon i chętnie dołączę do Ciebie na spotkanie z Zuzanną Nerczyński.,3,4
"Czy moglibyśmy mieć dostępny korporacyjny odrzutowiec dla osób, które utknęły w A&A PRC? Inny?",3,3
"Chciałbym wziąć udział, ale będę na wakacjach.",3,3
"Czy możesz, proszę, dołączyć do nas jutro, aby to przedyskutować.",3,5
"Daj mi znać, co myślisz...Mogę pojechać na długi bieg w niedzielę, jeśli ty też jeździsz, może spotkamy się na śniadanie...",3,3
"Czy mógłbyś przekazać ślicznej Sławomirowi Bendratowi, ponieważ za każdym razem, gdy wpisuję jej imię, otrzymuję kogoś z ECT. Nie mogę się doczekać, aby dowiedzieć się więcej o Rochu Czarnolasu",3,4
Chętnie Cię poznam i pomogę w projekcie.,3,4
"Ponieważ nie będziesz mógł uczestniczyć w pierwszym spotkaniu, chciałbym umówić się na wizytę w Bauer College w najbliższym czasie, w dogodnym dla Ciebie terminie.",3,4
"Proszę o podanie prawidłowego adresu, abym mógł wysłać kopię czeku.",3,4
Chętnie przyłączę się do was na obiedzie iw sobotę.,3,3
Zadzwoń do mnie w dogodnym dla Ciebie czasie w celu omówienia.,3,4
"Czy mógłbyś podać mi dokładny adres, abym mógł przesłać to w nocy do Twojej uwagi.",3,4
"Jeśli tak, zadzwonię do Państwa, aby omówić kolejne kroki w formułowaniu odpowiedzialnej polityki energetycznej dla Ameryki.",3,4
"Proszę sprawdzić, czy jest dostępny do spotkania w poniedziałek po południu, najlepiej w Nowym Jorku (choć potwierdzę później).",3,4
Czwartek byłby świetny.,3,3
Proszę odeślij ode mnie i ciebie.,3,4
I zadzwoń z Paulem.,3,4
Środa 13 grudnia byłaby dla mnie najlepsza.,3,3
"Mam wolny przedział czasowy o godzinie 2:00, ale mogę przeorganizować mój harmonogram, aby dostosować się do ciebie.",3,4
"Jutro opowiem Ci, dlaczego jest tak wysoki (i powtarzalny).",3,3
Proszę zadzwonić do Łucji i umówić się na czwartkowy obiad - zaplanowano dwa spotkania.,3,4
Czy mógłbym wysłać każdego z Mirosławy Centkowski-Zegar?,3,4
Czekam na wiadomość od Ciebie w poniedziałek rano w sprawie 1. spotkania.,3,4
Piątek jest dla mnie dobry.,3,3
Zachowamy dyskusję Scotta Millsa na później!,3,4
A zadzwonisz do mnie?,3,4
"Możemy omówić te komentarze, jeśli chcesz, lub po prostu je uwzględnić.",3,4
Musisz szybko rozwiązać problemy związane z wizą — Kay może Ci pomóc.,3,3
MUSISZ ZAREJESTROWAĆ SIĘ TERAZ:,3,3
Planuję być w Houston kilka razy w ciągu miesiąca i mogę się spotkać w dogodnym dla Ciebie terminie.,3,4
Prosimy również o dołączenie informacji o dostępnych opcjach lub dodatkach.,3,3
"Musimy zaktualizować numery oferty, którą złożyliśmy S.D. zeszły tydzień.",3,3
"Pamiętaj, że w tej chwili dopuszczam tylko 100 uczniów, ponieważ staram się, aby moje klasy/zespoły były małe.",3,3
"Jeśli kiedykolwiek będziesz musiał wysłać kontrakty transportowe do Houston, najlepiej wysłać je do Lechosława Bogdanowa.",3,3
Czy mógłbyś uzyskać autoryzację Serafin Góralski-Helt do ścieżki w Unify?,3,3
Kiedy zaczniemy ćwiczyć do turnieju A&M/UT FF - musimy zebrać zespół i zacząć ćwiczyć.,3,3
"Jeśli energia nie jest dostarczana z powodu problemu Y2K, czy jest to zdarzenie siły wyższej lub czy jest to w inny sposób usprawiedliwione?",3,3
Alternatywnie możemy opóźnić rozmowę do przyszłego tygodnia.,3,4
"Czwartek, o zwykłej porze?",3,2
Może w następnym tygodniu.,3,4
"Uwierz mi, rozumiem, dlaczego chcesz go w swojej grupie.",3,3
"Jeśli chodzi o tę gwarancję pośpiechu dla wskazanego kontrahenta, który tak uprzejmie udzieliłeś mi w poniedziałek, zgodnie z naszą rozmową, będziemy potrzebować również certyfikatu obciążenia dla tej gwarancji.",3,3
"Proszę, umieść to w moim harmonogramie.",3,4
"Jeśli umowa jest zgodna z Twoją aprobatą, proszę o wykonanie jej przez upoważnionego pracownika firmy i odesłanie mi podpisanego dokumentu na poniższy numer faksu.",3,3
"Wypełnij tę ankietę między 11 listopada a 2 grudnia 2013 r. i oceń NJ TRANSIT na środek transportu, którym najczęściej podróżujesz.",3,2
"A ponieważ chcę, żebyś to zrobił, abyś mógł skorzystać z tego połączenia i swojego niesamowitego zbiegu okoliczności, gdziekolwiek, w dowolnym miejscu i czasie, wierzę, że najlepiej byłoby, gdybyś mógł zachować moc Archanioła Leopolda Kijewskiego- Południak zawsze blisko Ciebie, więc chciałbym, żebyś miał...",3,3
"Zobaczę, czy uda nam się umówić na spotkanie w czwartek 2go.",3,4
"Prosimy również o poinformowanie Zenobiusza Olejnickiego-Kowalczyka, gdzie będziemy się spotykać, gdyż planuje spóźnić się na spotkanie.",3,4
"Jeśli chodzi o Viviance, możesz chcieć odłożyć to, aż na horyzoncie pojawi się trochę więcej pewności.",3,4
"Prosimy o przesłanie całej dokumentacji za jednym razem, częściowa dokumentacja nie będzie akceptowana!",3,3
"Prawdopodobnie musimy spotkać się na kilka minut, aby wyjaśnić sposób, w jaki oszacowałem opłaty.",3,4
"Mam nadzieję, że będziemy mogli porozmawiać dalej o zapisaniu Angeliki do Twojej szkoły.",3,4
"Zachowaj te nazwiska, a będę Cię informować, z kim się z nim umówić.",3,4
A co z 11 lub 12 września (poniedziałek lub wtorek)?,3,3
"Czy mógłbyś podać mi i Michalinie Czerkieś szczegółowe informacje, abyśmy mogli to przekartkować?",3,4
Powinniśmy omówić dalsze wykorzystywanie Dobiesława Tyniora-Ciołczyka w sporach sądowych o zakazie konkurencji.,3,3
Zadzwoń do Mateusza Kamińskiego-Wosia lub Jacka Kaczmarza-Łepeckiego w Portland.,3,4
"Potrzebuję przedłużenia — wszelkie uwagi, które będę miał jutro, prześlę e-mailem.",3,4
Odłożyliśmy rozmowy o przedłużeniu do poniedziałku.,3,4
"Jak myślisz, kiedy będziemy mogli uzyskać numer Rozalii Gomułko wpisany w pole Link w Tagg?",3,3
"Będziemy promować tę konferencję do ponad 40 000 docelowych osób, w tym bezpośrednią pocztę co najmniej 25 000, a także kampanię online i prasową.",3,3
Czy możemy to przedyskutować - mogę się skontaktować pod poniższymi numerami?,3,4
"Porozmawiajmy, czy są jakieś problemy.",3,4
"Chłopaki, czy możecie mi powiedzieć, o co chodzi w tej umowie - e-mail byłby w porządku?",3,4
"Jeśli otrzymałeś tę wiadomość przez pomyłkę, natychmiast powiadom nadawcę e-mailem i usuń wszystkie kopie wiadomości.",3,1
"Chcę się tylko upewnić, że w naszym modelu nie brakuje żadnych ofert.",3,3
"Myślę, że powinieneś odbyć tę rozmowę z osobą starszą i będę nad nią pracował na poziomie zarządu.",3,4
Porozmawiajmy o twoim powrocie podczas naszej cotygodniowej rozmowy.,3,4
Proszę nie przesyłać im tego.,3,4
"Spotkajmy się na lunch, kiedy wrócisz do biura.",3,4
Zgodnie z prośbą Norberta Balwaneka prosimy o zapoznanie się z załączonym formularzem i przekazanie jej uwag.,3,3
Proszę sprawdzić pozycje gd swap cheyenne na marzec.,3,4
Czy możesz skontaktować się z Gabrielą Wajs?,3,4
"Julita Jaramusz, do mojego cotygodniowego raportu proszę skorzystać z poniższego:",3,3
Na Twoją pocztę głosową chciałbym odroczyć 100% moich akcji fantomowych ECT do funduszu aktywów stabilnych.,3,3
"Hej, wiem, że to uciążliwe, ale myślę, że byłoby warto spotykać się (jeśli ludzie są dostępni) w czwartek wieczorem od 7-10 z (dużo) piwem i pizzą i przecierać się przez sprawę finansową.",3,3
"Jeśli możesz, daj nam znać, na czym to polega, lub jeśli masz jakieś uwagi i/lub pytania, bylibyśmy bardzo wdzięczni.",3,3
"Rich, powiedz mi, że to spotkanie jest związane z pracą.",3,4
"Elżbieta Matyśkiel, czy możesz umówić się na ten telefon?",3,4
"Anatoliuszu, wiem, że jesteś zajęty, ale potrzebuję jak najszybszego zgłoszenia twojego planu, abyśmy mogli przedyskutować i sfinalizować.",3,4
"Śmiało i wyślij go do Borysa Chołożyńskiego, Maksymiliana Piezgi, Gertrudy Młócińskiego i Wendelina Buss-Wodeckiego.",3,4
Czy robisz coś jutro wieczorem?,3,3
"Chciałem tylko skontaktować się z Tobą, aby zobaczyć, jakie dodatkowe kroki, jeśli w ogóle, może podjąć TEKsystems, aby kontynuować proces realizacji kontraktu.",3,4
"Mamy zaplanowaną prezentację dla studentów 15 listopada od 11 do 2, a 16 listopada prezentację seminarium dla wydziału finansów.",3,3
"Odwiedzę się jutro, co robić.",3,4
"Kopia recenzji jest dostępna, jeśli chcesz się z nią zapoznać.",3,2
"Załączam do wglądu prośby o listy od Northern do Ciebie oraz e-maile, które były wymieniane między Tobą a Argent.",3,4
"Daj mi znać o wszelkich zmianach, które chcesz.",3,4
"Czy może mi Pan podać dokładny adres miejsca konferencji, abym mógł zamieścić na trasie Wiery Gniew.",3,4
"Daj mi znać, a wtedy będziemy mogli utrwalić tematy i agendy dyskusji.",3,4
"Jeśli tak, czy chcesz, żebym cię tam spotkał?",3,3
Szanowny Panie Irmgarda Inger: Chciałabym się z Państwem spotkać w sprawie mojego stanowiska nowego Dyrektora Finansowego w Enron.,3,4
"Mam nadzieję, że uda mi się rozwiązać ten problem dzisiaj, abyśmy mogli zakończyć to na początku przyszłego tygodnia.",3,4
Czy chciałbyś umówić się na omówienie tego ze mną i doradcą zewnętrznym?,3,4
"Czy możecie umówić się na spotkanie 12 marca o 10 rano, aby omówić coś z powyższą grupą?",3,4
"Mam nadzieję, że Ty i Juliusz Chrostowski będziecie mieć ten czas otwarty w swoich napiętych harmonogramach i uczestniczyć.",3,3
Proszę o usunięcie mnie ze swojej listy e-mailowej.,3,4
Dołączę tam do ciebie.,3,4
"Aby uzyskać hasło, skontaktuj się bezpośrednio z iPhone'em Anity Lochny.",3,2
"Luba, czy byłoby możliwe zaktualizowanie naszej listy, aby pokazać aktualny postęp w pozycjach „30 dni”?",3,4
"Informujemy, że masz datę dołączenia w dniu 20 maja w równonocy i nie pojawiłeś się 20 maja, aby dołączyć do statku. Czy możesz podać, jaki jest twój ważny powód.",3,3
